Literature Source,Kingdom,Subkingdom,Division,Class,Subclass,Order,Family,Genus,Species,Life_form,Latitude,Longitude,MAT(degC),MAP(mm),Altitude,Site1,Country,Continent,ClimRegion,Tissue,SLA,LMA,Nitrogen,Phosphorus,Calcium,Magnesium,Carbon,Tannins_cond,Tannins_wat,Lignin,Cellulose_percent,Hemicellulose_percent,Fiber_content_percent
741,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer mono,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer mono,T,42.2,128.3,-3.07,NA,NA,"Mountain Changbai, Jilin",China,Asi,TE,leaf,NA,NA,NA,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
809,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer mono,T,43.75,141.33,7.3,1095.1,50,NA,Japan,Asi,TE,leaf,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer mono var. marmoratum f. dissectum,T,35.3,135.72,10,2495,640,NA,Japan,Asi,TE,leaf,NA,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer monspessulanum,T,NA,NA,NA,NA,NA,NA,France,E,Medi,leaf,NA,NA,21.8,1,20.9,NA,NA,NA,NA,NA,NA,NA,NA
324,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer monspessulanum,T,NA,NA,NA,NA,NA,NA,Spain,E,Medi,leaf,NA,NA,16,1.7,16.6,NA,NA,NA,NA,NA,NA,NA,NA
610,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer monspessulanum,T,43.77,3.7,12.8,1148,NA,Cazarils,France,E,Medi,leaf,134,74.6,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer monspessulanum,T,43.77,3.7,12.8,1148,NA,Cazarils,France,E,Medi,leaf,126,79.4,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer monspessulanum,T,43.63,3.87,13.9,785,NA,Camp Redon,France,E,Medi,leaf,119,84,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer monspessulanum,T,43.42,6.58,13.6,1041,NA,Les Agros,France,E,Medi,leaf,143,69.9,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer monspessulanum,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer monspessulanum,T,41.08,-5.88,11.5,NA,950,NA,Spain,E,Medi,leaf,101,99,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer monspessulanum,T,NA,NA,12.9,772,NA,NA,France,E,Medi,leaf,120.23,83.2,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer monspessulanum,T,NA,NA,14.3,1010,NA,NA,France,E,Medi,leaf,144.54,69.2,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer monspessulanum,T,NA,NA,11.7,1148,NA,NA,France,E,Medi,leaf,125.89,79.4,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer monspessulanum,T,42.43,6.58,13.6,1100,NA,NA,France,E,Medi,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ellenberg,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer monspessulanum,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer monspessulanum,T,41,-5.7,10.3,531,1100,NA,Spain,E,Medi,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer negundo,T,44.57,NA,6.5,NA,NA,S ONT,Canada,NAm,B,leaf,227,44.1,27,1.3,7.6,NA,NA,NA,NA,NA,NA,NA,NA
145,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer negundo,T,44.57,NA,6.5,NA,NA,S ONT,Canada,NAm,B,leaf,208,48.1,24,2.3,8.7,NA,NA,NA,NA,NA,NA,NA,NA
169,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer negundo,T,NA,NA,NA,NA,NA,steppe,Russia,Asi,"Steppe,Prery,Savanna",leaf,NA,NA,NA,NA,39.3,NA,NA,NA,NA,NA,NA,NA,NA
242,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer negundo,T,NA,NA,NA,NA,NA,NA,USA,NAm,TE,leaf,146,68.5,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer negundo,T,44.57,NA,6.5,NA,NA,S ONT,Canada,NAm,B,leaf,270,37,25,1.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA
459,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer negundo,T,43.52,-89.43,7.7,NA,NA,WI,USA,NAm,TE,leaf,NA,NA,27.3,3.2,11,NA,NA,NA,NA,NA,NA,NA,NA
NA,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer negundo,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer negundo,T,NA,NA,6.1,883,NA,NA,Canada,NAm,TE,leaf,269.15,37.2,25,1.698,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lukasiewicz(unpbl.),Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer negundo,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,123.32,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ellenberg,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer negundo,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer negundo,T,45.73,-72.08,3.4,932,NA,Quebec,Canada,NAm,B,leaf,262.12,38.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer opalus,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer opalus,T,39.54,2.7,17,461,4,NA,Spain,E,Medi,leaf,176.8,56.6,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer opalus,T,NA,NA,16.8,857,NA,NA,Spain,E,Medi,leaf,177.83,56.2,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ellenberg,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer opalus,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer palmatum,T,NA,NA,6.8,1216,NA,NA,Japan,Asi,TE,leaf,223.87,44.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pensylvanicum,T,44.57,NA,6.5,NA,NA,S ONT,Canada,NAm,B,leaf,333,30,16,1.2,2.7,NA,NA,NA,NA,NA,NA,NA,NA
145,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pensylvanicum,T,44.57,NA,6.5,NA,NA,S ONT,Canada,NAm,B,leaf,333,30,13,2,4.2,NA,NA,NA,NA,NA,NA,NA,NA
395,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pensylvanicum,T,35.05,NA,13,NA,NA,NC-Coweeta,USA,NAm,TE,leaf,257,38.9,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pensylvanicum,T,35.05,NA,13,NA,NA,NC-Coweeta,USA,NAm,TE,leaf,296,33.8,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pensylvanicum,T,44.45,NA,5.3,NA,NA,NH,USA,NAm,TE,leaf,280.67,35.6,24.5,2.28,10.9,NA,NA,NA,NA,NA,NA,NA,NA
399,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pensylvanicum,T,44.45,NA,5.3,NA,NA,NH,USA,NAm,TE,leaf,245,40.8,18.5,1.74,11.3,NA,NA,NA,NA,NA,NA,NA,NA
399,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pensylvanicum,T,44.45,NA,5.3,NA,NA,NH,USA,NAm,TE,leaf,220.33,45.4,19.2,1.67,12.1,NA,NA,NA,NA,NA,NA,NA,NA
145,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pensylvanicum,T,44.57,NA,6.5,NA,NA,S ONT,Canada,NAm,B,leaf,500,20,19,2.7,2.2,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pensylvanicum,T,NA,NA,7.3,1101,NA,NA,USA,NAm,TE,leaf,169.82,58.9,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pensylvanicum,T,NA,NA,6.1,883,NA,NA,Canada,NAm,TE,leaf,331.13,30.2,19,2.698,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pensylvanicum,T,NA,NA,11.6,1740,NA,NA,USA,NAm,TE,leaf,257.04,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pensylvanicum,T,45.73,-72.08,3.4,932,NA,Quebec,Canada,NAm,B,leaf,406.75,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OLEKSYN/KAROLEW,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,51.23,NA,7.5,NA,NA,Siemianice,Poland,E,TE,leaf,215.3,46.4,16.2,1.281,10.968,NA,NA,NA,NA,NA,NA,NA,NA
8,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,NA,UK,E,TE,leaf,NA,NA,23.3,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,Forest-steppe,Russia,E,TE,leaf,NA,NA,18.5,1.484,27.516,NA,NA,NA,NA,NA,NA,NA,NA
184,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,NA,Russia,NA,TE,leaf,NA,NA,NA,1.615,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,NA,Russia,NA,TE,leaf,NA,NA,NA,1.043,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,NA,Russia,NA,TE,leaf,NA,NA,NA,1.152,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,NA,Russia,NA,TE,leaf,NA,NA,NA,1.052,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,NA,Russia,NA,TE,leaf,NA,NA,NA,1.353,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,NA,Russia,NA,TE,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,NA,Russia,NA,TE,leaf,NA,NA,NA,1.466,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,NA,Russia,NA,TE,leaf,NA,NA,NA,1.519,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,NA,Russia,NA,TE,leaf,NA,NA,NA,1.737,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,NA,Russia,NA,TE,leaf,NA,NA,NA,1.292,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,58.5,NA,5.5,NA,NA,NA,Estonia,E,TE,leaf,207.5,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,40.8,NA,10.2,NA,NA,PA,USA,NAm,TE,leaf,374.5,26.7,20.1,2,17.9,NA,NA,NA,NA,NA,NA,NA,NA
438,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,225,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,58.6,23.58,5.4,514.3,4,Wooded meadow,Estonia,E,TE,leaf,210,47.6,19.2,1.715,16.9,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,8.7,773,NA,NA,UK,E,TE,leaf,173.78,57.5,23.6,1.644,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,4.8,589,NA,NA,Estonia,E,TE,leaf,208.93,47.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,8.4,565,NA,NA,Poland,E,TE,leaf,213.8,46.8,16.2,2.042,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,51,9.31,8.6,698,450,NA,Germany,E,TE,leaf,NA,NA,25,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
697,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,51.09,10.52,7.5,669,290,NA,Germany,E,TE,leaf,192,52.1,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,275.03,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ellenberg,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer platanoides,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OLEKSYN/KAROLEW,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudoplatanus,T,51.23,NA,7.5,NA,NA,Siemianice,Poland,E,TE,leaf,161.79,61.8,22,1.763,14.865,NA,NA,NA,NA,NA,NA,NA,NA
8,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudoplatanus,T,NA,NA,NA,NA,NA,NA,UK,E,TE,leaf,NA,NA,22.4,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudoplatanus,T,NA,NA,NA,NA,NA,NA,Slovenia,E,TE,leaf,NA,NA,12.6,0.89,6.77,NA,NA,NA,NA,NA,NA,NA,NA
353,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudoplatanus,T,NA,NA,NA,NA,NA,NA,Slovenia,E,TE,leaf,NA,NA,19.4,0.65,5.26,NA,NA,NA,NA,NA,NA,NA,NA
444,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudoplatanus,T,NA,NA,NA,NA,NA,NA,UK,E,TE,leaf,NA,NA,24,2,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudoplatanus,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudoplatanus,T,NA,NA,8.7,773,NA,NA,UK,E,TE,leaf,131.83,75.9,28.4,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudoplatanus,T,NA,NA,8.4,565,NA,NA,Poland,E,TE,leaf,162.18,61.7,22,2.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lukasiewicz(unpbl.),Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudoplatanus,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,123.37,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudoplatanus,T,51,9.31,8.6,698,450,NA,Germany,E,TE,leaf,NA,NA,22,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
697,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudoplatanus,T,51.09,10.52,7.5,669,290,NA,Germany,E,TE,leaf,167,59.9,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudoplatanus,T,51.09,10.52,7.5,669,290,saplings,Germany,E,TE,leaf,338,29.6,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudoplatanus,T,51.09,10.52,7.5,669,290,adult-lower_canopy,Germany,E,TE,leaf,342,29.2,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudoplatanus,T,51.09,10.52,7.5,669,290,adult-upper_canopy,Germany,E,TE,leaf,119,84,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ellenberg,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudoplatanus,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer pseudosieboldianum,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer rubrum,T,46.7,NA,3.9,NA,NA,MN,USA,NAm,B,leaf,NA,NA,16.7,3.1,9.3,NA,NA,NA,NA,NA,NA,NA,NA
18,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer rubrum,T,46.7,NA,3.9,NA,NA,MN,USA,NAm,B,leaf,NA,NA,18.9,3,7.4,NA,NA,NA,NA,NA,NA,NA,NA
18,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer rubrum,T,46.7,NA,3.9,NA,NA,MN,USA,NAm,B,leaf,NA,NA,NA,1.9,4.4,NA,NA,NA,NA,NA,NA,NA,NA
68,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer rubrum,T,NA,NA,NA,NA,NA,MI,USA,NAm,TE,leaf,NA,NA,20,1.7,11.5,NA,NA,NA,NA,NA,NA,NA,NA
68,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer rubrum,T,NA,NA,NA,NA,NA,MI,USA,NAm,TE,leaf,NA,NA,19.3,1.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA
68,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer rubrum,T,NA,NA,NA,NA,NA,MI,USA,NAm,TE,leaf,NA,NA,19.3,1.6,8.5,NA,NA,NA,NA,NA,NA,NA,NA
68,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer rubrum,T,NA,NA,NA,NA,NA,MI,USA,NAm,TE,leaf,NA,NA,20,1.6,10.2,NA,NA,NA,NA,NA,NA,NA,NA
68,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer rubrum,T,NA,NA,NA,NA,NA,MI,USA,NAm,TE,leaf,NA,NA,19.8,1.7,10.8,NA,NA,NA,NA,NA,NA,NA,NA
68,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer rubrum,T,NA,NA,NA,NA,NA,ON,Canada,NAm,B,leaf,NA,NA,14,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA
68,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer rubrum,T,NA,NA,NA,NA,NA,Carolina,USA,NAm,TE,leaf,NA,NA,16.7,1.6,6.2,NA,NA,NA,NA,NA,NA,NA,NA
